Unnamed: 0,region_1,region_2
14688,Santa Barbara County,Central Coast
14689,,
14690,Anderson Valley,Mendocino/Lake Counties
14691,Columbia Valley (WA),Columbia Valley
14692,Anderson Valley,Mendocino/Lake Counties
14693,,
14694,,
14695,Sonoma Valley,Sonoma
14696,Prosecco di Conegliano e Valdobbiadene,
14697,Prosecco di Valdobbiadene,
14698,Anderson Valley,Mendocino/Lake Counties
14699,Meursault,
14700,Valpolicella Superiore,
14701,Columbia Valley (WA),Columbia Valley
14702,Vino de la Tierra de Castilla,
14703,Mendoza,
14704,Valpolicella Classico Superiore Ripasso,
14705,Finger Lakes,Finger Lakes
14706,Valpolicella Classico Superiore Ripasso,
14707,Valpolicella Classico Superiore Ripasso,
14708,Valpolicella Superiore Ripasso,
14709,Rosso del Veronese,
14710,Pouilly-Fuissé,
14711,Lodi,Central Valley
14712,Rioja,
14713,Rully,
14714,Chablis,
14715,Chablis,
14716,Bourgogne,
14717,Amarone della Valpolicella Classico,
14718,Edna Valley,Central Coast
14719,Veneto,
14720,Seneca Lake,Finger Lakes
14721,Amarone della Valpolicella Classico,
14722,Amarone della Valpolicella Classico,
14723,Columbia Valley (WA),Columbia Valley
14724,Anderson Valley,Mendocino/Lake Counties
14725,Valpolicella Classico Superiore Ripasso,
14726,New Mexico,
14727,Sierra Foothills,Sierra Foothills
14728,Veneto,
14729,Finger Lakes,Finger Lakes
14730,Chianti Classico,
14731,,
14732,Mendoza,
14733,Coteaux du Languedoc,
14734,Chianti Classico,
14735,Sonoma County,Sonoma
14736,Rioja,
14737,Mendoza,
14738,Maremma,
14739,Sonoma County,Sonoma
14740,Lake County,Mendocino/Lake Counties
14741,Central Coast,Central Coast
14742,Alexander Valley,Sonoma
14743,,
14744,,
14745,Sta. Rita Hills,Central Coast
14746,Chianti Superiore,
14747,Beaujolais-Villages,
14748,,
14749,Santa Lucia Highlands,Central Coast
14750,Russian River Valley,Sonoma
14751,Rioja,
14752,Brouilly,
14753,,
14754,Argentina,
14755,Coteaux du Languedoc,
14756,Beaujolais-Villages,
14757,,
14758,Victoria,
14759,Morgon,
14760,Columbia Valley (WA),Columbia Valley
14761,Toro,
14762,Côtes du Rhône,
14763,Columbia Valley (WA),Columbia Valley
14764,,
14765,Russian River Valley,Sonoma
14766,Sonoma Coast,Sonoma
14767,Priorat,
14768,Côtes du Rhône,
14769,Cava,
14770,Alto Adige,
14771,Walla Walla Valley (WA),Columbia Valley
14772,Columbia Valley (WA),Columbia Valley
14773,Russian River Valley,Sonoma
14774,Paso Robles,Central Coast
14775,Sta. Rita Hills,Central Coast
14776,Collio,
14777,,
14778,Sonoma Coast,Sonoma
14779,Columbia Valley (WA),Columbia Valley
14780,California,California Other
14781,Columbia Valley (WA),Columbia Valley
14782,Coteaux d'Aix-en-Provence,
14783,Red Mountain,Columbia Valley
14784,,
14785,Côtes de Provence,
14786,Sonoma Valley,Sonoma
14787,Santa Cruz Mountains,Central Coast
14788,Côtes de Provence,
14789,Carignano del Sulcis,
14790,Howell Mountain,Napa
14791,Rivesaltes,
14792,Napa Valley,Napa
14793,Willamette Valley,Willamette Valley
14794,Sonoma Coast,Sonoma
14795,Napa Valley,Napa
14796,Sonoma Coast,Sonoma
14797,,
14798,Sta. Rita Hills,Central Coast
14799,Napa Valley,Napa
14800,Howell Mountain,Napa
14801,Russian River Valley,Sonoma
14802,Sonoma Coast,Sonoma
14803,Corbières-Boutenac,
14804,Willamette Valley,Willamette Valley
14805,Napa Valley,Napa
14806,,
14807,Mendoza,
14808,Cahors,
14809,Russian River Valley,Sonoma
14810,Corbières-Boutenac,
14811,Russian River Valley,Sonoma
14812,Sonoma Coast,Sonoma
14813,Los Carneros,Napa-Sonoma
14814,Willamette Valley,Willamette Valley
14815,Napa Valley,Napa
14816,Napa Valley,Napa
14817,,
14818,,
14819,Napa Valley,Napa
14820,Napa Valley,Napa
14821,Mendocino County,Mendocino/Lake Counties
14822,Carneros,Napa-Sonoma
14823,McLaren Vale,
14824,Russian River Valley,Sonoma
14825,Santa Maria Valley,Central Coast
14826,Barolo,
14827,Carneros,Napa-Sonoma
14828,Barolo,
14829,Champagne,
14830,Oakville,Napa
14831,,
14832,Columbia Valley (WA),Columbia Valley
14833,Yakima Valley,Columbia Valley
14834,Champagne,
14835,,
14836,Sonoma County,Sonoma
14837,South Australia,
14838,Barbaresco,
14839,Washington,Washington Other
14840,Paso Robles,Central Coast
14841,Sonoma County,Sonoma
14842,Columbia Valley (WA),Columbia Valley
14843,Napa Valley,Napa
14844,,
14845,Santa Lucia Highlands,Central Coast
14846,Anderson Valley,Mendocino/Lake Counties
14847,,
14848,Napa Valley,Napa
14849,,
14850,Perdriel,
14851,Puglia,
14852,Russian River Valley,Sonoma
14853,Lodi,Central Valley
14854,Columbia Valley (WA),Columbia Valley
14855,Eden Valley,
14856,Sonoma Coast,Sonoma
14857,Luján de Cuyo,
14858,Chalk Hill,Sonoma
14859,Jumilla,
14860,Green Valley,Sonoma
14861,Priorat,
14862,Walla Walla Valley (WA),Columbia Valley
14863,Columbia Valley (WA),Columbia Valley
14864,McLaren Vale,
14865,Falerno del Massico,
14866,Red Mountain,Columbia Valley
14867,McLaren Vale,
14868,,
14869,Horse Heaven Hills,Columbia Valley
14870,Mount Veeder,Napa
14871,Frankland River,
14872,Salento,
14873,Lenswood,
14874,Campania,
14875,,
14876,Rockpile,Sonoma
14877,Ribera del Duero,
14878,Mornington Peninsula,
14879,Napa Valley,Napa
14880,Muscadet Sèvre et Maine,
14881,Ribera del Duero,
14882,Russian River Valley,Sonoma
14883,Eden Valley,
14884,Ribera del Duero,
14885,La Mancha,
14886,,
14887,Wahluke Slope,Columbia Valley
14888,Dry Creek Valley,Sonoma
14889,Cafayate,
14890,Columbia Valley (WA),Columbia Valley
14891,Napa Valley,Napa
14892,Central Coast,Central Coast
14893,Rosso di Montalcino,
14894,Mendoza,
14895,Paso Robles,Central Coast
14896,Chelan County,Washington Other
14897,Terra Alta,
14898,Victoria,
14899,South Australia,
14900,Rutherford,Napa
14901,Russian River Valley,Sonoma
14902,,
14903,Saumur,
14904,Rosso di Montalcino,
14905,Chinon,
14906,Rueda,
14907,Carneros,Napa-Sonoma
14908,Sonoma Coast,Sonoma
14909,Navarra,
14910,Finger Lakes,Finger Lakes
14911,Chablis,
14912,Valpolicella Classico Superiore,
14913,Finger Lakes,Finger Lakes
14914,Chablis,
14915,Valpolicella Superiore,
14916,Yakima Valley,Columbia Valley
14917,Valpolicella Classico Superiore Ripasso,
14918,Alexander Valley,Sonoma
14919,Napa Valley,Napa
14920,Valpolicella Classico Superiore Ripasso,
14921,Columbia Valley (WA),Columbia Valley
14922,Gevrey-Chambertin,
14923,Columbia Valley (WA),Columbia Valley
14924,Finger Lakes,Finger Lakes
14925,Finger Lakes,Finger Lakes
14926,Finger Lakes,Finger Lakes
14927,Savigny-lès-Beaune,
14928,Valencia,
14929,Valpolicella Classico Superiore Ripasso,
14930,Valpolicella Superiore Ripasso,
14931,Viré-Clessé,
14932,Columbia Valley (WA),Columbia Valley
14933,Rioja,
14934,Beaune,
14935,Saint-Aubin,
14936,Chablis,
14937,Rutherford,Napa
14938,Mercurey,
14939,Meursault,
14940,Toro,
14941,,
14942,Margaret River,
14943,Cannonau di Sardegna,
14944,Napa Valley,Napa
14945,,
14946,Columbia Valley (WA),Columbia Valley
14947,Alto Adige,
14948,Alto Adige,
14949,,
14950,,
14951,Santa Cruz Mountains,Central Coast
14952,,
14953,Walla Walla Valley (WA),Columbia Valley
14954,Sonoma County,Sonoma
14955,Coteaux d'Aix-en-Provence,
14956,Côtes du Rhône Villages,
14957,Côtes du Rhône,
14958,Côtes de Provence,
14959,Rasteau,
14960,Sonoma Coast,Sonoma
14961,Beechworth,
14962,,
14963,North Fork of Long Island,Long Island
14964,Côtes de Provence,
14965,Collio,
14966,,
14967,,
14968,Montsant,
14969,Santa Barbara County,Central Coast
14970,Willamette Valley,Willamette Valley
14971,Oak Knoll District,Napa
14972,,
14973,Eola-Amity Hills,Willamette Valley
14974,Contessa Entellina,
14975,,
14976,,
14977,Sonoma Coast,Sonoma
14978,Cahors,
14979,Cahors,
14980,,
14981,Napa Valley,Napa
14982,Russian River Valley,Sonoma
14983,,
14984,Knights Valley,Sonoma
14985,Sonoma Coast,Sonoma
14986,Sta. Rita Hills,Central Coast
14987,Sta. Rita Hills,Central Coast
14988,Mendoza,
14989,Banyuls,
14990,Napa Valley,Napa
14991,,
14992,,
14993,,
14994,Sonoma Coast,Sonoma
14995,Anderson Valley,Mendocino/Lake Counties
14996,Applegate Valley,Southern Oregon
14997,Cahors,
14998,Cahors,
14999,,
15000,McLaren Vale,
15001,Champagne,
15002,Horse Heaven Hills,Columbia Valley
15003,Napa Valley,Napa
15004,Carneros,Napa-Sonoma
15005,Napa,
15006,,
15007,Sonoma Coast,Sonoma
15008,Walla Walla Valley (WA),Columbia Valley
15009,,
15010,McLaren Vale,
15011,Napa Valley,Napa
15012,Dolcetto d'Alba,
15013,Champagne,
15014,Sta. Rita Hills,Central Coast
15015,,
15016,Napa Valley,Napa
15017,Barossa Valley,
15018,Yountville,Napa
15019,Paso Robles,Central Coast
15020,,
15021,,
15022,Washington,Washington Other
15023,,
15024,Napa Valley,Napa
15025,Champagne,
15026,,
15027,,
15028,Napa Valley,Napa
15029,Barbera d'Alba,
15030,Washington,Washington Other
15031,Russian River Valley,Sonoma
15032,Priorat,
15033,Russian River Valley,Sonoma
15034,Napa Valley,Napa
15035,Napa Valley,Napa
15036,Santa Lucia Highlands,Central Coast
15037,Napa Valley,Napa
15038,Sannio,
15039,Vista Flores,
15040,Montsant,
15041,Priorat,
15042,Rías Baixas,
15043,Taurasi,
15044,,
15045,Monterey County,Central Coast
15046,Bierzo,
15047,Mendoza,
15048,,
15049,Roccamonfina,
15050,Montsant,
15051,Hunter Valley,
15052,Vista Flores,
15053,Mendoza,
15054,Lodi,Central Valley
15055,Columbia Valley (WA),Columbia Valley
15056,Côtes du Rhône Villages,
15057,Taurasi,
15058,Columbia Valley (WA),Columbia Valley
15059,Priorat,
15060,Margaret River,
15061,,
15062,,
15063,Mount Veeder,Napa
15064,Western Australia,
15065,,
15066,Santa Barbara County,Central Coast
15067,Russian River Valley,Sonoma
15068,,
15069,,
15070,Mount Veeder,Napa
15071,Barossa Valley,
15072,,
15073,,
15074,,
15075,,
15076,Sonoma Coast,Sonoma
15077,Margaret River,
15078,,
15079,California,California Other
15080,Alsace,
15081,South Australia,
15082,Margaret River,
15083,McLaren Vale,
15084,,
15085,Rutherford,Napa
15086,Santa Ynez Valley,Central Coast
15087,,
15088,El Dorado County,Sierra Foothills
15089,Santa Barbara County,Central Coast
15090,Adelaide Hills,
15091,Sonoma County,Sonoma
15092,Monterey County,Central Coast
15093,,
15094,Russian River Valley,Sonoma
15095,,
15096,Champagne,
15097,Santa Lucia Highlands,Central Coast
15098,Lacryma Christi del Vesuvio,
15099,Champagne,
15100,,
15101,Russian River Valley,Sonoma
15102,California,California Other
15103,North Coast,North Coast
15104,Australia,
15105,Napa Valley,Napa
15106,South Australia,
15107,Champagne,
15108,,
15109,,
15110,,
15111,Green Valley,Sonoma
15112,,
15113,Sonoma County,Sonoma
15114,Rutherford,Napa
15115,Santa Ynez Valley,Central Coast
15116,McLaren Vale,
15117,,
15118,Carneros,Napa-Sonoma
15119,Western Australia,
15120,,
15121,,
15122,,
15123,,
15124,,
15125,,
15126,,
15127,,
15128,,
15129,,
15130,,
15131,,
15132,,
15133,Monterey,Central Coast
15134,Monterey,Central Coast
15135,,
15136,,
15137,Monterey,Central Coast
15138,,
15139,,
15140,,
15141,South Australia,
15142,,
15143,,
15144,,
15145,,
15146,,
15147,,
15148,,
15149,,
15150,St. Helena,Napa
15151,Mendocino County,Mendocino/Lake Counties
15152,Brunello di Montalcino,
15153,Paso Robles,Central Coast
15154,,
15155,Napa Valley,Napa
15156,Brunello di Montalcino,
15157,Montepulciano d'Abruzzo,
15158,Napa Valley,Napa
15159,Rutherford,Napa
15160,Chianti Classico,
15161,,
15162,Rutherford,Napa
15163,Rutherford,Napa
15164,Stags Leap District,Napa
15165,,
15166,St. Helena,Napa
15167,Chianti,
15168,,
15169,Brunello di Montalcino,
15170,Toscana,
15171,Napa Valley,Napa
15172,Napa Valley,Napa
15173,Napa Valley,Napa
15174,Napa Valley,Napa
15175,Alexander Valley,Sonoma
15176,Chianti Classico,
15177,Sonoma Mountain,Sonoma
15178,Clare Valley,
15179,Howell Mountain,Napa
15180,Russian River Valley,Sonoma
15181,Morgon,
15182,Napa Valley,Napa
15183,Sonoma Coast,Sonoma
15184,Cariñena,
15185,Sonoma Mountain,Sonoma
15186,Mendoza,
15187,Mendoza,
15188,Vin de Pays du Val de Loire,
15189,,
15190,Wahluke Slope,Columbia Valley
15191,Mendoza,
15192,Columbia Valley (WA),Columbia Valley
15193,,
15194,Navarra,
15195,Barossa,
15196,Walla Walla Valley (WA),Columbia Valley
15197,Tulum Valley,
15198,Sonoma Valley,Sonoma
15199,Juliénas,
15200,California,California Other
15201,Chinon,
15202,Monterey County,Central Coast
15203,,
15204,Cariñena,
15205,,
15206,Famatina Valley,
15207,Mendoza,
15208,,
15209,,
15210,Finger Lakes,Finger Lakes
15211,Edna Valley,Central Coast
15212,Central Coast,Central Coast
15213,Central Coast,Central Coast
15214,Finger Lakes,Finger Lakes
15215,Valpolicella Classico Superiore Ripasso,
15216,Lake Erie,Finger Lakes
15217,Valpolicella Classico Superiore Ripasso,
15218,Amarone della Valpolicella Classico,
15219,Valpolicella Classico Superiore Ripasso,
15220,Bourgogne,
15221,Chablis,
15222,Valpolicella Classico Superiore Ripasso,
15223,Pouilly-Fuissé,
15224,Chablis,
15225,Amarone della Valpolicella,
15226,Columbia Valley (WA),Columbia Valley
15227,Lake County,Mendocino/Lake Counties
15228,Nuits-St.-Georges,
15229,Finger Lakes,Finger Lakes
15230,Valpolicella Superiore,
15231,Red Mountain,Columbia Valley
15232,Valpolicella Classico Superiore Ripasso,
15233,Mendocino County,Mendocino/Lake Counties
15234,Columbia Valley (WA),Columbia Valley
15235,Finger Lakes,Finger Lakes
15236,Rattlesnake Hills,Columbia Valley
15237,Horse Heaven Hills,Columbia Valley
15238,Cayuga Lake,Finger Lakes
15239,Mendoza,
15240,Dundee Hills,Willamette Valley
15241,Russian River Valley,Sonoma
15242,Paso Robles,Central Coast
15243,Santa Cruz Mountains,Central Coast
15244,Cahors,
15245,Alexander Valley,Sonoma
15246,Torgiano,
15247,Sicilia,
15248,Sonoma Valley,Sonoma
15249,Oak Knoll District,Napa
15250,Willamette Valley,Willamette Valley
15251,Cahors,
15252,,
15253,,
15254,Cahors,
15255,Howell Mountain,Napa
15256,Carneros,Napa-Sonoma
15257,Cahors,
15258,Sta. Rita Hills,Central Coast
15259,Santa Barbara County,Central Coast
15260,,
15261,Santa Ynez Valley,Central Coast
15262,Napa Valley,Napa
15263,Willamette Valley,Willamette Valley
15264,Sonoma Valley,Sonoma
15265,Mendoza,
15266,Sicilia,
15267,Oak Knoll District,Napa
15268,,
15269,Sonoma Coast,Sonoma
15270,Cigales,
15271,Napa Valley,Napa
15272,North Fork of Long Island,Long Island
15273,Napa Valley,Napa
15274,Rioja,
15275,,
15276,Columbia Valley (WA),Columbia Valley
15277,,
15278,Côtes du Rhône,
15279,Wahluke Slope,Columbia Valley
15280,Walla Walla Valley (WA),Columbia Valley
15281,Côtes de Provence,
15282,Columbia Valley (WA),Columbia Valley
15283,Anderson Valley,Mendocino/Lake Counties
15284,Côtes de Provence,
15285,Alto Adige,
15286,Columbia Valley (WA),Columbia Valley
15287,Sta. Rita Hills,Central Coast
15288,Arribes del Duero,
15289,Mount Barker,
15290,,
15291,Rioja,
15292,,
15293,Horse Heaven Hills,Columbia Valley
15294,Côtes du Rhône Villages,
15295,,
15296,Cariñena,
15297,Napa Valley,Napa
15298,Walla Walla Valley (WA),Columbia Valley
15299,Lake County,Mendocino/Lake Counties
15300,Champagne,
15301,Yakima Valley,Columbia Valley
15302,Yountville,Napa
15303,Anderson Valley,Mendocino/Lake Counties
15304,Champagne,
15305,Columbia Valley (WA),Columbia Valley
15306,Champagne,
15307,Washington,Washington Other
15308,Champagne,
15309,Alexander Valley,Sonoma
15310,Dolcetto d'Alba,
15311,Columbia Valley (WA),Columbia Valley
15312,,
15313,,
15314,Champagne,
15315,Napa Valley,Napa
15316,Columbia Valley (WA),Columbia Valley
15317,,
15318,Champagne,
15319,Barolo,
15320,Columbia Valley (WA),Columbia Valley
15321,Napa,
15322,South Australia,
15323,Columbia Valley (WA),Columbia Valley
15324,McLaren Vale,
15325,Carneros,Napa-Sonoma
15326,Columbia Valley (WA),Columbia Valley
15327,Russian River Valley,Sonoma
15328,,
15329,Langhe,
15330,Puglia,
15331,Russian River Valley,Sonoma
15332,Russian River Valley,Sonoma
15333,Mendoza,
15334,Salice Salentino,
15335,Isola dei Nuraghi,
15336,Columbia Valley (WA),Columbia Valley
15337,Columbia Valley (WA),Columbia Valley
15338,Condrieu,
15339,Luján de Cuyo,
15340,Tupungato,
15341,Yakima Valley,Columbia Valley
15342,Eden Valley,
15343,Vino de la Tierra de Castilla y León,
15344,,
15345,Chablis,
15346,Russian River Valley,Sonoma
15347,Châteauneuf-du-Pape,
15348,Columbia Valley (WA),Columbia Valley
15349,McLaren Vale,
15350,,
15351,Central Coast,Central Coast
15352,,
15353,Meursault,
15354,Sonoma County-Monterey County-Santa Barbara County,California Other
15355,Lake County,Mendocino/Lake Counties
15356,Red Mountain,Columbia Valley
15357,Russian River Valley,Sonoma
15358,Saint-Véran,
15359,Pouilly-Fuissé,
15360,Champagne,
15361,,
15362,Coonawarra,
15363,Sonoma Coast,Sonoma
15364,Champagne,
15365,,
15366,Champagne,
15367,Champagne,
15368,Sonoma County,Sonoma
15369,Heathcote,
15370,,
15371,Coonawarra,
15372,Dry Creek Valley,Sonoma
15373,Arroyo Seco,Central Coast
15374,Champagne,
15375,Western Australia,
15376,Irpinia,
15377,South Eastern Australia,
15378,,
15379,Eden Valley,
15380,,
15381,Barossa,
15382,,
15383,Anderson Valley-Sonoma County-Cole Ranch,North Coast
15384,,
15385,Napa Valley,Napa
15386,Sonoma County,Sonoma
15387,,
15388,,
15389,,
15390,Victoria,
15391,Mount Veeder,Napa
15392,,
15393,Paso Robles,Central Coast
15394,Santa Lucia Highlands,Central Coast
15395,,
15396,,
15397,Napa Valley,Napa
15398,Russian River Valley,Sonoma
15399,Napa Valley,Napa
15400,Alexander Valley,Sonoma
15401,Monterey,Central Coast
15402,,
15403,Alsace,
15404,Santa Ynez Valley,Central Coast
15405,Santa Barbara County,Central Coast
15406,,
15407,,
15408,,
15409,,
15410,Yarra Valley,
15411,Napa Valley,Napa
15412,Napa Valley,Napa
15413,Russian River Valley,Sonoma
15414,,
15415,Margaret River,
15416,,
15417,Australia,
15418,Napa Valley,Napa
15419,,
15420,Napa Valley,Napa
15421,Sonoma County,Sonoma
15422,Napa,
15423,Tuscany,
15424,St. Helena,Napa
15425,,
15426,,
15427,,
15428,California,California Other
15429,California,California Other
15430,,
15431,Chianti Classico,
15432,Sonoma Valley,Sonoma
15433,Napa Valley,Napa
15434,Livermore Valley,Central Coast
15435,Rutherford,Napa
15436,Sonoma County,Sonoma
15437,Sonoma County,Sonoma
15438,Sonoma Coast,Sonoma
15439,Alexander Valley,Sonoma
15440,Rutherford,Napa
15441,Yecla,
15442,,
15443,Napa Valley,Napa
15444,Bolgheri,
15445,,
15446,Fleurie,
15447,Napa Valley,Napa
15448,Sonoma County,Sonoma
15449,Montepulciano d'Abruzzo,
15450,South Australia,
15451,Wahluke Slope,Columbia Valley
15452,Paso Robles,Central Coast
15453,Santa Cruz Mountains,Central Coast
15454,South Australia,
15455,Beaujolais-Villages,
15456,,
15457,Sancerre,
15458,St. Helena,Napa
15459,Ribera del Duero,
15460,Los Carneros,Napa-Sonoma
15461,Tierra de Castilla,
15462,Toscana,
15463,Neuquén,
15464,La Mancha,
15465,Columbia Valley (WA),Columbia Valley
15466,Yarra Valley,
15467,Yakima Valley,Columbia Valley
15468,Yakima Valley,Columbia Valley
15469,Walla Walla Valley (WA),Columbia Valley
15470,Napa Valley,Napa
15471,Santa Barbara County,Central Coast
15472,Mendoza,
15473,,
15474,Vino de la Tierra de Castilla y León,
15475,California,California Other
15476,Mendoza,
15477,,
15478,Red Mountain,Columbia Valley
15479,San Rafael,
15480,Los Carneros,Napa-Sonoma
15481,North Fork of Long Island,Long Island
15482,Saint-Aubin,
15483,Valpolicella Superiore,
15484,Amarone della Valpolicella Classico,
15485,Valpolicella Classico Superiore,
15486,Finger Lakes,Finger Lakes
15487,Yakima Valley,Columbia Valley
15488,Pommard,
15489,Monticello,
15490,Cava,
